ds,yhat
2024-07-26,80645.29398616089
2024-07-27,80632.05601156723
2024-07-28,87719.66113822245
2024-07-29,88163.05522986436
2024-07-30,85454.70101451337
2024-07-31,84016.88548075064
2024-08-01,82079.6802836125
2024-08-02,79706.12350987711
2024-08-03,79954.35862585674
2024-08-04,87287.49726476026
2024-08-05,87952.4694637671
2024-08-06,85434.42200046734
2024-08-07,84149.24877610302
2024-08-08,82321.74829550406
2024-08-09,80010.97074459204
2024-08-10,80272.48553844792
2024-08-11,87568.33209106167
2024-08-12,88145.914672089
2024-08-13,85492.40049794578
2024-08-14,84027.20479500094
2024-08-15,81980.0589732995
2024-08-16,79416.22677582434
2024-08-17,79398.60284748854
2024-08-18,86397.46115647022
2024-08-19,86669.119791726
2024-08-20,83710.08776051665
2024-08-21,81949.28463318846
2024-08-22,79625.83671405954
2024-08-23,76814.02235867018
2024-08-24,76585.10863019119
2024-08-25,83416.85424605885
2024-08-26,83571.95241238429
2024-08-27,80551.98559355484
2024-08-28,78789.48865322591
2024-08-29,76525.62863846637
2024-08-30,73835.0772893533
2024-08-31,73787.8206988734
2024-09-01,80858.6820086396
2024-09-02,81305.83034704073
2024-09-03,78624.84634965437
2024-09-04,77240.93772090379
2024-09-05,75386.80894532784
2024-09-06,73127.75599839285
2024-09-07,73523.72432810259
2024-09-08,81039.09909346966
2024-09-09,81921.49341561698
2024-09-10,79656.09719213373
2024-09-11,78658.17202661953
2024-09-12,77151.18858146736
2024-09-13,75192.16973260402
2024-09-14,75833.97086693902
2024-09-15,83535.26011483317
2024-09-16,84539.45899326778
2024-09-17,82329.20179122168
2024-09-18,81318.896211193
2024-09-19,79732.8798022392
2024-09-20,77630.73510453204
2024-09-21,78069.49571266916
2024-09-22,85513.5082147276
2024-09-23,86213.2138819001
2024-09-24,83659.41297459247
2024-09-25,82275.59971766181
2024-09-26,80295.86886312398
2024-09-27,77789.96380473186
2024-09-28,77825.20595487961
2024-09-29,84876.07808924072
2024-09-30,85202.73330596247
2024-10-01,82305.00004051246
2024-10-02,80614.4783523363
2024-10-03,78372.234951632
2024-10-04,75653.67268291903
2024-10-05,75530.31897013611
2024-10-06,82479.30963300695
2024-10-07,82761.84223454246
2024-10-08,79877.1706574736
2024-10-09,78254.73609564501
2024-10-10,76131.94061958492
2024-10-11,73579.13648913275
2024-10-12,73661.57201818867
2024-10-13,80849.06565912822
2024-10-14,81394.67682259058
2024-10-15,78788.93875326471
2024-10-16,77452.24172250817
2024-10-17,75612.86542903788
2024-10-18,73332.22637815548
2024-10-19,73667.07372396454
2024-10-20,81079.39821210933
2024-10-21,81815.31620123147
2024-10-22,79359.48822300471
2024-10-23,78127.65532413848
2024-10-24,76344.7880441331
2024-10-25,74070.41085414594
2024-10-26,74360.83376453037
2024-10-27,81679.0551733806
2024-10-28,82273.59858811858
2024-10-29,79632.84452412503
2024-10-30,78177.44379545403
2024-10-31,76138.31105489618
2024-11-01,73581.7663184699
2024-11-02,73571.5618468076
2024-11-03,80578.56470315663
2024-11-04,80859.36426194839
2024-11-05,77910.37280839296
2024-11-06,76160.0122722872
2024-11-07,73846.49257138034
2024-11-08,71042.75551133034
2024-11-09,70818.32724137409
2024-11-10,77648.8544620237
2024-11-11,77794.5976463833
2024-11-12,74754.45240217203
2024-11-13,72958.09392098911
2024-11-14,70643.75076086071
2024-11-15,67883.18153333657
2024-11-16,67743.5959900783
2024-11-17,74697.29312691651
2024-11-18,75000.28599868162
2024-11-19,72146.47992950091
2024-11-20,70559.99388644208
2024-11-21,68473.12551200128
2024-11-22,65951.52724041675
2024-11-23,66056.32864105553
2024-11-24,73253.9712446687
2024-11-25,73795.01936704706
2024-11-26,71168.50780818441
2024-11-27,69794.41093632816
2024-11-28,67901.7291015144
2024-11-29,65553.75609725493
2024-11-30,65810.26006343475
2024-12-01,73137.34237391378
2024-12-02,73786.2373997303
2024-12-03,71247.61450760833
2024-12-04,69943.96837430044
2024-12-05,68107.59617158756
2024-12-06,65805.72891009891
2024-12-07,66102.55375216616
2024-12-08,73468.89696714179
2024-12-09,74160.83610521723
2024-12-10,71673.80881403631
2024-12-11,70434.81063889981
2024-12-12,68680.1866225573
2024-12-13,66480.59006451238
2024-12-14,66902.85094443284
2024-12-15,74419.52882475531
2024-12-16,75287.42323791394
2024-12-17,73001.61256197072
2024-12-18,71987.61634196466
2024-12-19,70479.18744280556
2024-12-20,68543.30786440078
2024-12-21,69242.13007561419
2024-12-22,77042.63692943563
2024-12-23,78195.2903550167
2024-12-24,76188.23604208947
2024-12-25,75439.65441754572
2024-12-26,74175.75890854544
2024-12-27,72456.00935389646
2024-12-28,73335.27605053571
2024-12-29,81273.7209139142
2024-12-30,82515.65934556224
2024-12-31,80543.96359805272
2025-01-01,79772.59188168027
2025-01-02,78424.73870086018
2025-01-03,76558.16949224954
2025-01-04,77227.47112241705
2025-01-05,84893.98177605981
2025-01-06,85804.66195274555
2025-01-07,83446.46662126528
2025-01-08,82238.80319419486
2025-01-09,80411.5723838197
2025-01-10,78030.35769800031
2025-01-11,78158.49886059864
2025-01-12,85266.81735085094
2025-01-13,85612.26124908632
2025-01-14,82692.03555678876
2025-01-15,80935.8092487797
2025-01-16,78583.50300129446
2025-01-17,75710.2303267669
2025-01-18,75388.13426233827
2025-01-19,82095.89436120367
2025-01-20,82097.17723295501
2025-01-21,78894.60218894013
2025-01-22,76921.81781301215
2025-01-23,74421.1970066612
2025-01-24,71468.72578406408
2025-01-25,71135.82937484565
2025-01-26,77898.91062041731
2025-01-27,78017.87296602115
2025-01-28,74990.19750875211
2025-01-29,73243.16673333822
2025-01-30,71011.73829810569
2025-01-31,68363.6390821083
2025-02-01,68361.41725493329
2025-02-02,75472.22099595953
2025-02-03,75946.56942465962
2025-02-04,73272.67827622352
2025-02-05,71868.92604017792
2025-02-06,69961.95722202728
2025-02-07,67611.98663778133
2025-02-08,67875.0367846954
2025-02-09,75212.87193974639
2025-02-10,75871.8904564335
2025-02-11,73337.53470041936
2025-02-12,72026.80233032942
2025-02-13,70166.35470689448
2025-02-14,67817.78661834392
2025-02-15,68039.79078323477
2025-02-16,75297.98329353124
2025-02-17,75843.65499408277
2025-02-18,73168.01266987027
2025-02-19,71694.49895117193
2025-02-20,69656.69253811642
2025-02-21,67123.35919375975
2025-02-22,67160.39348434012
2025-02-23,74240.4240115798
2025-02-24,74621.3535855002
2025-02-25,71800.40434465632
2025-02-26,70206.26237275045
2025-02-27,68076.82839352697
2025-02-28,65484.14917143357
2025-03-01,65496.27285573568
2025-03-02,72586.80326042367
2025-03-03,73013.42570611199
2025-03-04,70271.97450834504
2025-03-05,68788.63564460538
2025-03-06,66797.78910680856
2025-03-07,64367.06250200502
2025-03-08,64559.33518112098
2025-03-09,71842.4631608511
2025-03-10,72467.99211356697
2025-03-11,69925.42269779742
2025-03-12,68634.61566563793
2025-03-13,66823.83505834937
2025-03-14,64554.99494341122
2025-03-15,64885.84313316209
2025-03-16,72279.8467537262
2025-03-17,72985.04214602383
2025-03-18,70488.40932387282
2025-03-19,69208.35524015038
2025-03-20,67372.80194286419
2025-03-21,65044.44386265848
2025-03-22,65282.907510465404
2025-03-23,72554.57934269059
2025-03-24,73111.36618413033
2025-03-25,70444.95129878263
2025-03-26,68979.13409154753
2025-03-27,66947.75400519691
2025-03-28,64419.76794810488
2025-03-29,64461.22008027038
2025-03-30,71544.87554915869
2025-03-31,71928.78850612177
2025-04-01,69110.37336037827
2025-04-02,67518.57286829948
2025-04-03,65391.62881484549
2025-04-04,62802.02923651658
2025-04-05,62818.374909345956
2025-04-06,69914.9397550367
2025-04-07,70350.19763227724
2025-04-08,67620.88561719508
2025-04-09,66154.19749793549
2025-04-10,64185.612343023255
2025-04-11,61783.93020390811
2025-04-12,62013.25485179228
2025-04-13,69342.69453346136
2025-04-14,70025.04881261753
2025-04-15,67551.04660454436
2025-04-16,66341.72369059753
2025-04-17,64626.43885911032
2025-04-18,62468.09492066521
2025-04-19,62925.29876437704
2025-04-20,70462.22596182744
2025-04-21,71327.45293008376
2025-04-22,69008.31728501205
2025-04-23,67923.39091055543
2025-04-24,66300.56196181307
2025-04-25,64202.29004211131
2025-04-26,64687.76769800694
2025-04-27,72222.75373153444
2025-04-28,73058.34235162608
2025-04-29,70685.23079280934
2025-04-30,69526.07285182703
2025-05-01,67813.418321805
2025-05-02,65614.80705073244
2025-05-03,65994.75584067545
2025-05-04,73424.4091919537
2025-05-05,74160.12368133964
2025-05-06,71697.55445659146
2025-05-07,70463.83705665045
2025-05-08,68695.37002499314
2025-05-09,66462.77208806765
2025-05-10,66832.75656195187
2025-05-11,74277.69769922366
2025-05-12,75054.16161840207
2025-05-13,72656.97220376269
2025-05-14,71511.40608095846
2025-05-15,69851.02198953318
2025-05-16,67742.69713455814
2025-05-17,68248.61097872017
2025-05-18,75835.94803447228
2025-05-19,76755.58828702514
2025-05-20,74496.35088241272
2025-05-21,73477.37983154252
2025-05-22,71926.17125515647
